week,hidrology,HE_RALCO,HS_PALMUCHO,HE_PANGUE,HS_ANGOSTURA,HE_ELTORO,HS_ABANICO,HS_ANTUCO,HS_RUCUE,HS_QUILLECO,TUCAPEL,HS_LAJA_1,HS_EL_DIUTO,HE_CIPRESES,HS_OJOS_DE_AGUA,B_C_ISLA,HS_ISLA,HS_CURILLINQUE,HS_LOMA_ALTA,LMAULE,HS_LA_MINA,B_M_ISLA,B_MAULE,C_MELADO,HS_LOS_HIERROS,HS_LOS_HIERROS_2,HS_ROBLERIA,HE_PEHUENCHE,HE_COLBUN,HS_MACHICURA,HS_SAN_IGNACIO,HS_CHIBURGO,HS_SAN_CLEMENTE,HE_PILMAIQUEN,HS_RUCATAYO,HS_BLANCO,HS_HORNITOS,HS_JUNCAL,HS_LOS_QUILOS,HS_CHACABUQUITO,HS_LA_CONFLUENCIA,HS_LA_HIGUERA,HE_RAPEL,HS_CHACAYES,HE_CANUTILLAR,HP_ALFALFAL,HP_ALLIPEN,HP_MHAH,HP_ALTO_RENAICO,HS_ANCOA,HP_AUX_DEL_MAIPO,HP_BIFURCADA,HP_BOQUIAMARGO,HP_BUREO,HP_CALIBORO,HP_CALLAO,HP_CAPULLO,HP_CARENA,HP_CARILAFQUEN,HP_CAVANCHA,HP_CHANLEUFU,HP_CHAPIQUINA,HP_COLLIL,HP_CONTRA,HP_CONVENTO_VIEJO,HP_COYA,HP_CUMBRES,HP_CUMPEO,HP_CURILEUFU,HP_DONA_HILDA,HP_DONGO,HP_DONGUIL,HP_DON_WALTERIO,HP_DOSAL,HP_DOS_VALLES,HP_EL_AGRIO,HP_EL_ARRAYAN,HP_EL_CANELO,HP_EL_COLORADO,HP_EL_GALPON,HP_EL_LLANO,HP_EL_MANZANO,HP_EL_MIRADOR,HP_EL_PASO,HP_EL_RINCON,HP_EL_TARTARO,HP_MHT2,HP_ENSENADA,HP_EYZAGUIRRE,HP_FLORIDA_1,HP_FLORIDA_2,HP_FLORIDA_3,HP_GUAYACAN,HP_BONITO_MC1,HP_BONITO_MC2,HP_ITATA,HP_LAS_FLORES,HP_LAS_VERTIENTES,HP_LA_ARENA,HP_LA_MONTANA_1,HP_LA_MONTANA_2,HP_LA_PALOMA,HP_LA_VINA,HP_LICAN,HP_LIRCAY,HP_LLEUQUEREO,HP_LOS_BAJOS,HP_LOS_CORRALES_1,HP_LOS_CORRALES_2,HP_LOS_MOLLES,HP_LOS_MORROS,HP_LOS_PADRES,HP_MAISAN,HP_MAITENES,HP_MALALCAHUELLO,HP_MALLARAUCO,HP_MAMPIL,HP_MARIA_ELENA,HP_MARIPOSAS,HP_MELO,HP_MOLINERA_VILLARRICA,HP_MSA_1,HP_MUCHI,HP_MULCHEN,HP_MUNILQUE_1,HP_MUNILQUE_2,HP_NALCAS,HP_PEHUI,HP_PEUCHEN,HP_PICHILONCO,HP_PICOIQUEN,HP_PIUTEL,HP_PROVIDENCIA,HP_PUCLARO,HP_PULELFU,HP_PULLINQUE,HP_PUNTILLA,HP_PURISIMA,HP_QUELTEHUES,HP_RECA,HP_RENAICO,HP_RININAHUE,HP_RIO_COLORADO,HP_RIO_HUASCO,HP_RIO_TRUENO,HP_SANTA_ELENA,HP_SANTA_ISABEL,HP_MHSR,HP_SAN_ANDRES,HP_SAUCEANDES,HP_SAUZAL,HP_SAUZALITO,HP_TRAILELFU,HP_TRANQUIL,HP_TRUFULTRUFUL,HP_VOLCAN,HP_ALFALFAL_2,HP_LAS_LAJAS,HS_LOS_CONDORES,HP_CIPRESILLOS,HP_EL_PINAR,HP_CORRENTOSO,HP_HIDROPALMAR,HP_LAS_NIEVES,HP_AILLIN,HP_CH_LOS_LAGOS,HP_COSAPILLA,HP_LA_COMPANIA_2,HP_CH_EL_ATAJO,HP_CH_CORRALES,HP_PALACIOS,BESS_ALFALFAL,HP_CH_ALTO_BONITO,HP_CHILCO,HP_DIGUA,HP_EL_BRINCO,HP_HIDROMOCHO,HP_LA_CONFIANZA,HP_PANGUIPULLI,HP_QUILLAILEO,HP_TRUPAN,HP_MORAGA,HP_PIEDRAS_NEGRAS,HP_SAN_JOSE,HP_SAN_LUIS,HP_RININAHUE_2
34,2005,355.53,0,67.2,178.73,68.47,5.79,71.71,19.96,0,69.64,16,0,34.7,0,0,0,0,0,6.2,40.52,4.82,35.8,116.66,0,0,0,0,21.84,0,0,0,0,139.95,0,5.99,4.11,0,8.25,0,12.89,24.23,325.81,47.33,22.94,8.15,2.66,1.1,1.3,14.2,3.26,0.24,0.97,2.2,1.2,1.24,11.39,9.71,17.1,1.8,4.76,0.58,3.23,0.3,5.07,12,1.76,5.27,0.2,0.19,3.17,0.25,2.7,0.04,0.6,1.36,0.14,4.23,0.89,1.24,1.31,4.9,2.47,10,0.28,0.05,0.9,2.15,0.38,1.5,16.43,2.12,22.45,5.77,0.9,45,0.87,1.66,6.1,3,1.9,2.37,0.55,12.65,11.23,1.53,5.47,0.7,0.93,8.44,2.91,1.97,0.48,15.04,8.97,3.4,27.2,0.31,3.69,2.66,0.45,3,0.54,3,0.55,0.55,3.17,1.1,40.24,1.04,16.96,0.49,19.12,4.08,9,40.24,16.45,0.11,45.1,1.6,6.3,0.86,15.96,2.71,5.6,1.42,1.05,0.5,8.36,1.03,73.32,11.4,1.75,2.94,0.85,11.99,5.79,24.64,0,8.63,8.01,1.55,2.5,4.23,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,20,0.18,7.14,1.04,0.34,0.53,8,0.6,0.6,0.6,0.6,0.6
35,2005,354.51,0,57.77,175.57,70.7,6.49,60.64,16.12,0,60.79,19.81,0,38.74,0,0,0,0,0,3.04,43.56,5.18,31.89,139.92,0,0,0,0,22.99,0,0,0,0,141.67,0,6.25,4.81,0,9.13,0,14.72,27.69,255.71,54.08,23.57,10.14,3.04,1.1,1.49,16.23,3.72,0.27,1.11,2.51,1.37,1.42,13.02,11.1,19.54,1.8,3.29,0.66,3.69,0.34,5.8,13.71,2.01,6.03,0.23,0.22,3.63,0.29,3.09,0.05,0.69,1.56,0.16,4.83,1.02,1.42,1.83,5.6,2.82,11.43,0.32,0.06,0.9,2.45,0.57,0,24.52,2.86,25.65,6.59,1.03,51.43,0.99,1.9,6.32,3.43,2.17,2.71,0.63,14.46,12.83,1.75,6.24,0.8,1.06,9.65,3.32,2.25,0.55,17.19,10.25,3.89,31.09,0.35,4.21,3.04,0.58,3.43,0.62,3.43,0.63,0.63,3.63,1.17,45.99,1.19,19.38,0.4,21.85,4.67,10.29,45.99,19.35,0.1,51.54,1.83,7.2,0.99,15.88,3.1,6.4,1.63,1.2,0.5,9.55,1.17,83.79,13.03,2,3.36,0.97,13.7,6.62,28.16,0,9.86,9.16,1.77,2.86,4.83,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,20,0.21,7.14,1.04,0.34,0.53,8,0.6,0.6,0.6,0.6,0.6
36,2005,291.54,0,50.05,144.93,70.2,5.28,48.88,10.71,0,33.24,12.71,0,29.84,0,0,0,0,0,4.07,41.14,4.89,20.94,107.62,0,0,0,0,17.68,0,0,0,0,104.13,0,4.7,3.47,0,6.81,0,11.27,21.2,142.3,41.41,22.15,8.42,2.33,1.1,1.14,12.42,2.83,0.21,0.85,1.93,1.05,1.09,9.97,8.5,14.96,1.8,1.83,0.51,2.82,0.26,4.44,10.5,1.54,4.62,0.17,0.17,2.78,0.22,2.36,0.04,0.53,1.19,0.12,3.7,0.78,1.08,1.24,4.29,2.16,8.75,0.25,0.04,0.9,1.88,0.38,0,16.43,2.12,19.64,5.05,0.79,27.78,0.76,1.45,5.85,2.63,1.66,2.07,0.48,11.07,9.83,1.34,4.78,0.61,0.81,7.39,2.55,1.72,0.42,13.16,7.85,2.98,23.8,0.27,3.22,2.33,0.43,2.62,0.47,2.63,0.48,0.48,2.78,0.88,35.21,0.91,14.84,0.19,16.73,3.57,7.88,35.21,14.78,0.13,39.46,1.4,5.51,0.76,12.31,2.37,4.9,1.25,0.92,0.5,7.32,0.9,64.15,9.98,1.53,2.58,0.74,10.49,5.07,21.56,0,7.55,7.01,1.35,2.19,3.7,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,20,0.16,7.14,1.04,0.34,0.53,8,0.6,0.6,0.6,0.6,0.6
37,2005,349.21,0,70.9,123.52,90.32,5.95,51.76,10.03,0,24.52,13.49,0,41.18,0,0,0,0,0,6.98,56.13,6.66,19.06,142.73,0,0,0,0,18.26,0,0,0,0,127.74,0,6.54,5.89,0,14.2,0,19.36,34.93,157.15,80.23,18.04,11.65,3.04,1.1,1.49,21.82,3.7,0.27,1.13,2.25,1.37,1.29,12.75,10.86,18.69,1.8,2.34,0.67,3.35,0.37,11.6,13.71,1.68,6.08,0.25,0.18,3.63,0.29,2.56,0.08,1.37,0.82,0.13,3.2,1.11,1.43,1.53,5.6,2.09,20.34,0.32,0.08,0.9,1.07,0.57,0,21.46,2.77,35.01,5.83,0.84,34.06,0.75,1.9,3.26,3.41,2.17,3.3,0.63,10.94,20.76,1.06,6.25,0.56,0.62,13.48,3.28,1.08,0.67,18.66,10.26,3.89,25.26,0.31,7.2,2.88,0.58,3.43,0.47,3.06,0.56,0.56,3.26,1.02,42.13,1.29,9.65,0.14,4.8,4.65,10.29,31.27,19.72,0.08,54.55,1.83,7.2,0.99,18.24,3.3,3.3,0.81,0.96,0.5,15.59,1.2,81.71,12.71,0.71,2.95,0.97,14.5,9.57,32.77,0,9.61,6.93,1.35,1.9,5.44,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,8.94,0.21,7.54,1.04,0.34,0.47,8,0.6,0.6,0.6,0.6,0.6
38,2005,423,0,47.55,136.26,117.46,6.63,63.39,7.35,0,1.05,7.6,0,39.68,0,0,0,0,0,6.87,68.31,8.1,19.83,165.46,0,0,0,0,21.11,0,0,0,0,111.36,0,7.76,7.09,0,19.73,0,16.93,30.57,151.65,70.2,49.88,14.77,2.66,1.1,1.3,20.09,3.24,0.24,0.99,1.97,1.2,1.13,11.16,9.5,16.36,1.8,2.12,0.58,2.93,0.32,10.15,12,1.47,5.32,0.22,0.16,3.17,0.25,2.24,0.07,1.2,0.71,0.11,2.8,0.97,1.25,1.74,4.9,1.83,17.8,0.28,0.07,0.9,0.94,0.5,2.63,18.77,2.42,30.64,5.1,0.74,25.79,0.66,1.66,6.8,2.98,1.9,2.89,0.55,9.57,18.17,0.92,5.47,0.49,0.55,11.8,2.87,0.95,0.59,16.32,8.98,3.4,22.1,0.27,6.3,2.52,0.44,3,0.41,2.68,0.49,0.49,2.85,1.1,36.86,1.13,8.44,0.22,4.2,4.07,9,27.36,15.07,0.09,47.73,1.6,6.3,0.86,15.96,2.89,2.89,0.71,0.84,0.5,13.64,1.05,71.49,11.12,0.62,2.58,0.85,12.69,8.37,28.67,0,8.41,6.06,1.18,1.66,4.76,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,8.94,0.18,7.54,1.04,0.34,0.47,8,0.6,0.6,0.6,0.6,0.6
39,2005,434.7,0,29.18,134.43,127.22,6.6,66.93,11.61,0,20.91,3.42,0,48.73,0,0,0,0,0,6.88,88.09,10.45,28.01,218.47,0,0,0,0,25.72,0,0,0,0,109.74,0,13.83,9.28,0,24.68,0,16.93,30.57,154.7,70.2,25.62,18.6,2.66,1.1,1.3,20.67,3.23,0.24,0.99,1.97,1.2,1.13,11.16,9.5,16.36,1.8,1.96,0.58,2.93,0.32,10.15,12,1.47,5.32,0.22,0.16,3.17,0.25,2.24,0.07,1.2,0.71,0.11,2.8,0.97,1.25,1.85,4.9,1.83,17.8,0.28,0.07,0.9,0.94,0.5,3,18.77,2.42,30.64,5.1,0.74,11.32,0.66,1.66,4.46,2.98,1.9,2.89,0.55,9.57,18.17,0.92,5.47,0.49,0.55,11.8,2.87,0.95,0.59,16.32,8.98,3.4,22.1,0.27,6.3,2.52,0.42,3,0.41,2.68,0.49,0.49,2.85,1,36.86,1.13,8.44,0.34,4.2,4.07,9,27.36,14,0.34,47.73,1.14,6.3,0.86,15.96,2.89,2.89,0.71,0.84,0.5,13.64,1.05,71.49,11.12,0.62,2.58,0.85,12.69,8.37,28.67,0,8.41,6.06,1.18,1.66,4.76,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,8.94,0.18,7.54,1.04,0.34,0.47,8,0.6,0.6,0.6,0.6,0.6
40,2005,369.65,0,33.75,117.88,106.39,5.81,55.95,11.8,0,26.75,5.73,0,48.41,0,0,0,0,0,8.48,72.38,8.58,20.92,178.48,0,0,0,0,21.4,0,0,0,0,105.79,0,9.25,6.81,0,18.87,0,16.93,30.57,137.6,70.2,19.01,16.17,2.66,1.1,1.3,21.25,3.23,0.24,0.99,1.97,1.2,1.13,11.16,9.5,16.36,1.8,1.8,0.58,2.93,0.32,10.15,12,1.47,5.32,0.22,0.16,3.17,0.25,2.24,0.07,1.2,0.71,0.11,2.8,0.97,1.25,1.85,4.9,1.83,17.8,0.28,0.07,0.9,0.94,0.5,3,18.77,2.42,30.64,5.1,0.74,3.97,0.66,1.66,3.38,2.98,1.9,2.89,0.55,9.57,18.17,0.92,5.47,0.49,0.55,11.8,2.87,0.95,0.59,16.32,8.98,3.4,22.1,0.27,6.3,2.52,0.42,3,0.41,2.68,0.49,0.49,2.85,0.8,36.86,1.13,8.44,0.19,4.2,4.07,9,27.36,14.2,0.4,47.73,0.96,6.3,0.86,15.96,2.89,2.89,0.71,0.84,0.5,13.64,1.05,71.49,11.12,0.62,2.58,0.85,12.69,8.37,28.67,0,8.41,6.06,1.18,1.66,4.76,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,8.94,0.18,7.54,1.04,0.34,0.47,8,0.6,0.6,0.6,0.6,0.6
41,2005,422.88,0,20.98,137.14,122.76,6.26,54.67,14.12,0,29.02,2.49,0,56.46,0,0,0,0,0,8.92,91.51,11.9,27.1,210.75,0,0,0,0,17.5,0,0,0,0,104.85,0,11.13,7.96,0,26.62,0,47.93,50.74,155.48,218.86,47.76,23.44,2.62,1.1,1.3,22.22,3.24,0.24,0.99,1.86,1.2,1.6,11.25,9.42,19.22,1.8,7.03,0.52,5.98,0.32,10.15,6.43,5.22,5.32,0.22,0.16,6,0.25,2.58,0.27,5.8,1.77,0.13,4.57,2,1.25,1.85,4.9,2.95,60.5,0.28,0.09,0.9,4.07,0.86,3,18.77,2.42,57.62,9,1.39,2.12,0.97,1.66,6.28,3,1.9,3.83,0.55,18,19,0.93,5.46,0.8,0.57,15.45,2.88,1.04,0.26,15.5,8.97,3.4,29.43,0.29,6.3,2.52,0.33,3,0.61,2.53,0.46,0.46,5.64,0.88,51.83,1.14,6.01,0.41,5.4,4.89,8.25,26.24,13.89,0.35,46.02,1.04,6.3,0.86,15.96,2.85,3.01,1.47,0.84,0.5,33.08,1.04,74.21,11.54,0.92,2.94,0.85,12.23,21.15,61.31,0,8.73,11.78,1.67,2.36,4.62,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,11.92,0.18,7.16,1.04,0.34,0.38,8,0.6,0.6,0.6,0.6,0.6
42,2005,422.43,0,19.51,135.65,131.08,6.27,60.75,14.01,0,15.43,2.91,0,67.99,0,0,0,0,0,15.7,112.66,14.66,36.46,253.94,0,0,0,0,21.7,0,0,0,0,92.25,0,19.59,11.22,0,33.65,0,41.94,44.41,215.12,191.5,17.29,27.16,2.29,1.1,1.14,19.44,2.83,0.21,0.87,1.63,1.05,1.4,9.84,8.24,16.82,1.8,5.68,0.46,5.23,0.28,8.88,5.63,4.56,4.66,0.19,0.14,5.25,0.22,2.25,0.24,5.08,1.55,0.11,4,1.75,1.09,1.42,4.29,2.58,52.94,0.25,0.08,0.9,3.56,0.66,2.3,14.37,1.86,50.42,7.88,1.22,1.96,0.85,1.45,2.37,2.63,1.66,3.35,0.48,15.75,16.63,0.81,4.78,0.7,0.5,13.52,2.52,0.91,0.23,13.56,7.85,2.98,25.75,0.25,5.51,2.21,0.31,2.62,0.53,2.22,0.41,0.41,4.94,0.75,45.35,0.99,5.25,0.43,4.73,4.28,7.22,22.96,12.16,0.35,40.26,0.9,5.51,0.76,13.97,2.49,2.64,1.28,0.74,0.5,28.95,0.91,64.94,10.1,0.81,2.58,0.74,10.7,18.5,53.65,0,7.64,10.31,1.46,2.06,4.04,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,11.92,0.16,7.16,1.04,0.34,0.38,8,0.6,0.6,0.6,0.6,0.6
43,2005,475,0,47.97,160.25,167.24,7.08,73.52,17.37,0,19.62,3.66,0,85.39,0,0,0,0,0,23.19,133.93,17.42,56.48,288.39,0,0,0,0,26.42,0,0,0,0,101.37,0,24.94,13.33,0,39.87,0,47.93,50.74,267.94,218.86,115.88,29.96,2.62,1.1,1.3,22.22,3.23,0.24,0.99,1.86,1.2,1.6,11.25,9.42,19.22,1.8,5.74,0.52,5.98,0.32,10.15,6.43,5.22,5.32,0.22,0.16,6,0.25,2.58,0.27,5.8,1.77,0.13,4.57,2,1.25,2.12,4.9,2.95,60.5,0.28,0.09,0.9,4.07,0.99,3.43,21.46,2.5,57.62,9,1.39,2.48,0.97,1.66,6.8,3,1.9,3.83,0.55,18,19,0.93,5.46,0.8,0.57,15.45,2.88,1.04,0.26,15.5,8.97,3.4,29.43,0.29,6.3,2.52,0.36,3,0.61,2.53,0.46,0.46,5.64,1.1,51.83,1.14,6.01,0.38,5.4,4.89,8.25,26.24,13.89,0.4,46.02,0.52,6.3,0.86,15.96,2.85,3.01,1.47,0.84,0.5,33.08,1.04,74.21,11.54,0.92,2.94,0.85,12.23,21.15,61.31,0,8.73,11.78,1.67,2.36,4.62,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,11.92,0.18,7.16,1.04,0.34,0.38,8,0.6,0.6,0.6,0.6,0.6
44,2005,573.78,0,42.26,186.5,122.21,5.86,69.44,19.48,0,37.19,3.99,0,77.13,0,0,0,0,0,25.32,113.03,14.7,65.4,238.39,0,0,0,0,22.61,0,0,0,0,122.24,0,23.07,12.13,0,36.73,0,41.94,44.41,277.91,191.5,143.57,29.96,2.29,1.1,1.14,19.44,2.83,0.21,0.87,1.63,1.05,1.4,9.84,8.24,16.82,1.8,6.23,0.46,5.23,0.28,8.88,5.63,4.56,4.66,0.19,0.14,5.25,0.22,2.25,0.24,5.08,1.55,0.11,4,1.75,1.09,1.62,4.29,2.58,52.94,0.25,0.08,0.9,3.56,0.76,2.63,16.43,2.12,50.42,7.88,1.22,17.27,0.85,1.45,5.95,2.63,1.66,3.35,0.48,15.75,16.63,0.81,4.78,0.7,0.5,13.52,2.52,0.91,0.23,13.56,7.85,2.98,25.75,0.25,5.51,2.21,0.33,2.62,0.53,2.22,0.41,0.41,4.94,0.96,45.35,0.99,5.25,0.21,4.73,4.28,7.22,22.96,12.16,0.25,40.26,0.31,5.51,0.76,13.97,2.49,2.64,1.28,0.74,0.5,28.95,0.91,64.94,10.1,0.81,2.58,0.74,10.7,18.5,53.65,0,7.64,10.31,1.46,2.06,4.04,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,11.92,0.16,7.16,1.04,0.34,0.38,8,0.6,0.6,0.6,0.6,0.6
45,2005,434.13,0,57.67,157.7,104.26,5.68,49.76,16.53,0,36.31,2.4,0,85.03,0,0,0,0,0,27.59,95.08,12.35,95.5,241.51,0,0,0,0,19.16,0,0,0,0,142.51,0,21,14.6,0,35.39,0,51.1,55,231.3,278.17,47.7,29.96,2.62,1.1,1.3,21.68,3.24,0.24,0.99,1.54,1.2,1.12,10.22,9.6,19.23,1.8,2.62,0.54,1.05,0.32,10.15,12,3.15,5.32,0.22,0.21,1.13,0.25,2.15,0.27,6.8,1.68,0.11,4.1,0.81,1.25,1.85,4.9,2.22,60.5,0.28,0.1,0.9,1.49,1.01,3,18.77,2.42,90.92,6.98,1.02,8.83,0.65,1.66,3.03,3,1.9,3.56,0.55,14.53,19,0.42,5.47,0.47,0.63,17.02,2.91,0.91,0.19,16.03,8.21,3.4,24.99,0.27,6.3,2.52,0.3,2.97,0.41,2.1,0.39,0.39,4.03,1.1,44.76,1.14,5.09,0.18,6,5.39,6.21,35.16,13.89,0.34,46.02,0.28,6.3,0.86,15.96,3,4.12,1.29,0.84,0.5,40.3,1.04,74.47,11.58,0.32,2.52,0.85,12.23,23.49,62.4,0,8.76,9.2,1.17,1.65,4.79,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,12.91,0.18,3.5,1.04,0.34,0.12,8,0.6,0.6,0.6,0.6,0.6
46,2005,379.62,0,27.04,131.69,107.51,6.4,62.66,18.38,0,33.63,3.01,0,96.54,0,0,0,0,0,28.82,118.48,15.38,46.51,288.66,0,0,0,0,23.34,0,0,0,0,145.42,0,28.01,19.38,0,40.63,0,51.1,55,222.7,278.17,28.51,29.96,2.62,1.1,1.3,21.68,3.27,0.24,0.99,1.54,1.2,1.12,10.22,9.6,19.23,1.8,2.95,0.54,1.05,0.32,10.15,12,3.15,5.32,0.22,0.21,1.13,0.25,2.15,0.27,6.8,1.68,0.11,4.1,0.81,1.25,1.85,4.9,2.22,60.5,0.28,0.1,0.9,1.49,1.01,3,18.77,2.42,90.92,6.98,1.02,22.2,0.65,1.66,1.83,3,1.9,3.56,0.55,14.53,19,0.42,5.47,0.47,0.63,17.02,2.91,0.91,0.19,16.03,8.21,3.4,24.99,0.27,6.3,2.52,0.33,2.97,0.41,2.1,0.39,0.39,4.03,1.05,44.76,1.14,5.09,0.26,6,5.39,6.21,35.16,13.89,0.33,46.02,0.42,6.3,0.86,15.96,3,4.12,1.29,0.84,0.5,40.3,1.04,74.47,11.58,0.32,2.52,0.85,12.23,23.49,62.4,0,8.76,9.2,1.17,1.65,4.79,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,12.91,0.18,3.5,1.04,0.34,0.12,8,0.6,0.6,0.6,0.6,0.6
47,2005,313.95,0,21.2,109.85,95.16,5.55,53.26,14.65,0,31.41,0.74,0,111.68,0,0,0,0,0,33.63,121.6,15.79,59.5,275.22,0,0,0,0,22.82,0,0,0,0,150.41,0,39.27,27.73,0,50.32,0,51.1,55,306.29,278.17,10.63,29.96,2.62,1.1,1.3,21.68,3.23,0.24,0.99,1.54,1.2,1.12,10.22,9.6,19.23,1.8,2.35,0.54,1.05,0.32,10.15,12,3.15,5.32,0.22,0.21,1.13,0.25,2.15,0.27,6.8,1.68,0.11,4.1,0.81,1.25,1.85,4.9,2.22,60.5,0.28,0.1,0.9,1.49,1.01,3,18.77,2.42,90.92,6.98,1.02,2.18,0.65,1.66,0.72,3,1.9,3.56,0.55,14.53,19,0.42,5.47,0.47,0.63,17.02,2.91,0.91,0.19,16.03,8.21,3.4,24.99,0.27,6.3,2.52,0.33,2.97,0.41,2.1,0.39,0.39,4.03,0.82,44.76,1.14,5.09,0.19,6,5.39,6.21,35.16,13.89,0.4,46.02,0.52,6.3,0.86,15.96,3,4.12,1.29,0.84,0.5,40.3,1.04,74.47,11.58,0.32,2.52,0.85,12.23,23.49,62.4,0,8.76,9.2,1.17,1.65,4.79,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,12.91,0.18,3.5,1.04,0.34,0.12,8,0.6,0.6,0.6,0.6,0.6
48,2005,235.4,0,11.23,82.81,64.12,5.01,36.47,8.82,0,25.64,4.52,0,113.97,0,0,0,0,0,39.31,112.75,14.64,68.84,246.38,0,0,0,0,21.44,0,0,0,0,128.67,0,39.79,28.89,0,51.9,0,51.1,55,337.77,278.17,6.48,29.96,2.62,1.1,1.3,21.68,3.24,0.24,0.99,1.54,1.2,1.12,10.22,9.6,19.23,1.8,3,0.54,1.05,0.32,10.15,12,3.15,5.32,0.22,0.21,1.13,0.25,2.15,0.27,6.8,1.68,0.11,4.1,0.81,1.25,1.85,4.9,2.22,60.5,0.28,0.1,0.9,1.49,1.01,3,18.77,2.42,90.92,6.98,1.02,0,0.65,1.66,0.45,3,1.9,3.56,0.55,14.53,19,0.42,5.47,0.47,0.63,17.02,2.91,0.91,0.19,16.03,8.21,3.4,24.99,0.27,6.3,2.52,0.3,2.97,0.41,2.1,0.39,0.39,4.03,0.72,44.76,1.14,5.09,0.11,6,5.39,6.21,35.16,13.89,0.29,46.02,0.44,6.3,0.86,15.96,3,4.12,1.29,0.84,0.5,40.3,1.04,74.47,11.58,0.32,2.52,0.85,12.23,23.49,62.4,0,8.76,9.2,1.17,1.65,4.79,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,12.91,0.18,3.5,1.04,0.34,0.12,8,0.6,0.6,0.6,0.6,0.6
1,2006,193.96,0,25.53,74.7,48.43,7.15,39.43,2.75,0,3.76,0.94,0,29.88,0,0,0,0,0,17.79,6.44,0.81,24.39,46.2,0,0,0,0,8.9,0,0,0,0,158.45,0,13.7,14.77,0,5.7,0,48.4,105.36,8.45,94.59,42.45,29.96,3.92,1.1,1.6,41.65,6.41,0.335,1.39,1.385,30.26,1.6,13.77,13.45,26.995,1.8,5.585,8.36,0.89,0.455,14.245,16.645,5.555,3.56,0.305,0.53,2.49,0.35,5.34,0.38,4.09,0.89,0.125,3.74,0.18,0.18,1.07,4.81,0.18,39.15,0.53,0.12,0.9,0.18,1.07,4.21,18.01,4.24,16.37,6.23,3.74,0,2.31,2.85,4.27,2.18,2.665,2.67,0.71,15.89,31.78,0.18,8.01,0.66,0.53,4.24,2.12,16.02,0.36,22.25,8.075,5.34,21.17,0.18,4.27,3.38,0.36,0.36,0.39,0.18,0.35,0.35,5.7,1.06,37.57,1.42,6.38,0.285,5.03,3.74,10.68,26.1,27.54,0.18,65.68,0.53,6.05,1.6,7.65,4.09,1.25,1.275,0.89,0.5,107.48,1.06,100.5,15.7,0.53,1.78,1.195,14.83,33.945,88.545,0,12.09,14.9,4.27,4.27,6.725,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,16.66,0.255,3.15,1.04,0.34,0.34,8,0.6,0.6,0.6,0.6,0.6
2,2006,283.71,0,35.67,144.54,86.22,6.69,39.54,3.01,0,16.89,2.08,0,31.12,0,0,0,0,0,24.5,8.09,0.94,21.02,50.72,0,0,0,0,10.91,0,0,0,0,274.78,0,21.25,18.74,0,7.77,0,92.39,99.4,16.2,129.95,222.48,29.96,4.73,1.1,2.35,43.67,5.86,0.43,1.79,1.23,2.17,1.18,20.65,17.3,34.76,1.8,8.17,1.68,7.01,0.59,18.34,21.29,7.96,9.62,0.39,0.31,7.05,0.45,2.66,0.49,13.55,2.43,0.14,4.66,2.25,2.26,3.35,7.7,2.21,109.34,0.51,0.14,0.9,7.27,1.84,5.42,33.93,4.38,191.88,10.92,0.97,0,0.6,3,12.29,1.36,3.43,5.68,1,32.53,22.99,1.69,9.9,0.85,0.78,24.15,5.32,1,0.22,28.65,7.94,6.14,25.57,0.37,6.49,4.55,0.32,3.24,0.37,1.68,0.31,0.31,8.08,1.53,40.92,2.06,7.67,0.46,6.15,10.28,10.26,39.53,25.11,0.17,83.16,0.61,11.39,1.56,5.8,8.05,1.42,1.26,1.52,0.5,72.83,1.92,111.2,17.3,1.06,3.9,1.54,22.11,44.4,114.69,0,15.42,20.6,1.66,2.69,8.66,4.62,32.142,0.33,1.6863,0.726,0.66,0.66,0,1.5,0.12,16.66,0.33,3.15,1.04,0.34,0.34,8,0.6,0.6,0.6,0.6,0.6
